-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -3.432554e-01  2.292615e-01   0.000000e+00   1.126150e+01   -1.410682e+01  2.272803e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -5.274309e-01  2.361122e-01   0.000000e+00   1.020261e+01   -1.281290e+01  1.846753e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -5.266359e-01  2.371007e-01   0.000000e+00   1.027302e+01   -1.289940e+01  1.862643e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -5.255631e-01  2.368873e-01   0.000000e+00   1.029648e+01   -1.292699e+01  1.868060e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -5.247881e-01  2.366294e-01   0.000000e+00   1.030917e+01   -1.294160e+01  1.871011e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -5.242577e-01  2.364409e-01   0.000000e+00   1.031727e+01   -1.295087e+01  1.872897e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -5.238936e-01  2.363115e-01   0.000000e+00   1.032276e+01   -1.295713e+01  1.874173e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -5.236402e-01  2.362228e-01   0.000000e+00   1.032657e+01   -1.296150e+01  1.875060e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -5.234611e-01  2.361611e-01   0.000000e+00   1.032928e+01   -1.296459e+01  1.875690e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -5.233326e-01  2.361176e-01   0.000000e+00   1.033123e+01   -1.296683e+01  1.876143e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -5.232393e-01  2.360863e-01   0.000000e+00   1.033266e+01   -1.296846e+01  1.876473e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -5.231710e-01  2.360637e-01   0.000000e+00   1.033370e+01   -1.296965e+01  1.876716e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -5.231205e-01  2.360471e-01   0.000000e+00   1.033448e+01   -1.297054e+01  1.876896e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -5.230829e-01  2.360349e-01   0.000000e+00   1.033506e+01   -1.297120e+01  1.877030e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -5.230548e-01  2.360258e-01   0.000000e+00   1.033549e+01   -1.297170e+01  1.877130e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -5.230338e-01  2.360189e-01   0.000000e+00   1.033581e+01   -1.297207e+01  1.877205e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
16        -5.230180e-01  2.360138e-01   0.000000e+00   1.033606e+01   -1.297235e+01  1.877262e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
17        -5.230060e-01  2.360100e-01   0.000000e+00   1.033624e+01   -1.297256e+01  1.877305e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
18        -5.229970e-01  2.360071e-01   0.000000e+00   1.033638e+01   -1.297272e+01  1.877337e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
19        -5.229902e-01  2.360049e-01   0.000000e+00   1.033649e+01   -1.297284e+01  1.877362e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
20        -5.229850e-01  2.360033e-01   0.000000e+00   1.033657e+01   -1.297294e+01  1.877380e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
21        -5.229811e-01  2.360020e-01   0.000000e+00   1.033663e+01   -1.297301e+01  1.877394e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
22        -5.229782e-01  2.360011e-01   0.000000e+00   1.033667e+01   -1.297306e+01  1.877405e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
23        -5.229759e-01  2.360004e-01   0.000000e+00   1.033671e+01   -1.297310e+01  1.877413e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
24        -5.229742e-01  2.359998e-01   0.000000e+00   1.033674e+01   -1.297313e+01  1.877419e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
25        -5.229729e-01  2.359994e-01   0.000000e+00   1.033676e+01   -1.297315e+01  1.877424e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
26        -5.229719e-01  2.359991e-01   0.000000e+00   1.033677e+01   -1.297317e+01  1.877427e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
27        -5.229712e-01  2.359989e-01   0.000000e+00   1.033678e+01   -1.297318e+01  1.877430e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
28        -5.229706e-01  2.359987e-01   0.000000e+00   1.033679e+01   -1.297319e+01  1.877432e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
29        -5.229702e-01  2.359985e-01   0.000000e+00   1.033680e+01   -1.297320e+01  1.877434e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
-------------------------------------------------------------------------------------------------------------------------------------------------------------

