-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -3.715079e-01  2.052172e-01   0.000000e+00   8.735109e+00   -1.085682e+01  1.544989e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -4.468078e-01  2.109053e-01   0.000000e+00   8.733375e+00   -1.085747e+01  1.466381e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -4.437741e-01  2.102015e-01   0.000000e+00   8.850006e+00   -1.099519e+01  1.491205e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -4.415569e-01  2.092894e-01   0.000000e+00   8.893035e+00   -1.104442e+01  1.500539e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -4.401967e-01  2.087170e-01   0.000000e+00   8.915161e+00   -1.106945e+01  1.505373e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -4.393821e-01  2.083812e-01   0.000000e+00   8.927695e+00   -1.108358e+01  1.508117e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -4.388932e-01  2.081843e-01   0.000000e+00   8.935062e+00   -1.109187e+01  1.509731e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -4.385979e-01  2.080674e-01   0.000000e+00   8.939474e+00   -1.109684e+01  1.510698e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -4.384186e-01  2.079972e-01   0.000000e+00   8.942144e+00   -1.109984e+01  1.511284e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -4.383094e-01  2.079548e-01   0.000000e+00   8.943768e+00   -1.110167e+01  1.511640e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -4.382427e-01  2.079289e-01   0.000000e+00   8.944756e+00   -1.110278e+01  1.511857e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -4.382021e-01  2.079131e-01   0.000000e+00   8.945358e+00   -1.110346e+01  1.511989e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -4.381774e-01  2.079035e-01   0.000000e+00   8.945724e+00   -1.110387e+01  1.512069e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -4.381623e-01  2.078976e-01   0.000000e+00   8.945946e+00   -1.110412e+01  1.512118e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -4.381532e-01  2.078941e-01   0.000000e+00   8.946081e+00   -1.110428e+01  1.512147e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -4.381476e-01  2.078919e-01   0.000000e+00   8.946162e+00   -1.110437e+01  1.512165e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
16        -4.381443e-01  2.078906e-01   0.000000e+00   8.946212e+00   -1.110442e+01  1.512176e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
17        -4.381422e-01  2.078898e-01   0.000000e+00   8.946242e+00   -1.110446e+01  1.512182e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
18        -4.381410e-01  2.078893e-01   0.000000e+00   8.946260e+00   -1.110448e+01  1.512186e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
19        -4.381403e-01  2.078890e-01   0.000000e+00   8.946271e+00   -1.110449e+01  1.512189e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
20        -4.381398e-01  2.078888e-01   0.000000e+00   8.946277e+00   -1.110450e+01  1.512190e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
21        -4.381395e-01  2.078887e-01   0.000000e+00   8.946281e+00   -1.110450e+01  1.512191e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
-------------------------------------------------------------------------------------------------------------------------------------------------------------

