-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -1.141298e+00  9.514743e-01   0.000000e+00   6.199994e+01   -9.694465e+01  3.285193e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -5.601230e+00  1.160196e+00   0.000000e+00   5.276564e+01   -8.265995e+01  2.313288e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -5.588218e+00  1.158428e+00   0.000000e+00   5.288735e+01   -8.283380e+01  2.319980e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -5.583026e+00  1.156258e+00   0.000000e+00   5.290854e+01   -8.286002e+01  2.321219e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -5.580345e+00  1.155165e+00   0.000000e+00   5.291853e+01   -8.287222e+01  2.321818e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -5.578881e+00  1.154586e+00   0.000000e+00   5.292399e+01   -8.287894e+01  2.322148e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -5.578056e+00  1.154265e+00   0.000000e+00   5.292709e+01   -8.288277e+01  2.322336e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -5.577583e+00  1.154083e+00   0.000000e+00   5.292888e+01   -8.288499e+01  2.322444e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -5.577308e+00  1.153978e+00   0.000000e+00   5.292992e+01   -8.288628e+01  2.322507e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -5.577148e+00  1.153917e+00   0.000000e+00   5.293053e+01   -8.288704e+01  2.322545e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -5.577054e+00  1.153881e+00   0.000000e+00   5.293089e+01   -8.288749e+01  2.322566e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -5.576998e+00  1.153860e+00   0.000000e+00   5.293110e+01   -8.288775e+01  2.322579e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -5.576965e+00  1.153847e+00   0.000000e+00   5.293123e+01   -8.288791e+01  2.322587e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -5.576946e+00  1.153840e+00   0.000000e+00   5.293130e+01   -8.288800e+01  2.322591e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -5.576935e+00  1.153836e+00   0.000000e+00   5.293134e+01   -8.288805e+01  2.322594e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -5.576928e+00  1.153833e+00   0.000000e+00   5.293137e+01   -8.288808e+01  2.322595e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
16        -5.576924e+00  1.153832e+00   0.000000e+00   5.293138e+01   -8.288810e+01  2.322596e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
-------------------------------------------------------------------------------------------------------------------------------------------------------------

