
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.200000e+01 * a0, G = 1.113819e+04, G * par = 2.227639e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.775806e+00
     Dipolar cutoffs Rcut = 4.012131e+00, Lcut = 1.405844e+02

QF = 1, QDEPL = 0: h2 = 1.437673e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 6.096006e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.196631e+00, DY = 6.268955e-02, DZ = 6.268955e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 10000 (NSNAP = 5000)
                     DT = 1.964990e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.49316674390e+05   0.000000e+00   -1.334877e+01  1.358866e+01  
1         1.49316674181e+05   0.000000e+00   -1.336225e+01  1.358866e+01  
2         1.49316683437e+05   0.000000e+00   -1.337582e+01  1.358865e+01  
3         1.49316692830e+05   0.000000e+00   -1.338561e+01  1.358865e+01  
4         1.49316706596e+05   0.000000e+00   -1.339010e+01  1.358864e+01  
5         1.49316721933e+05   0.000000e+00   -1.338932e+01  1.358863e+01  
6         1.49316741401e+05   0.000000e+00   -1.338391e+01  1.358863e+01  
7         1.49316762616e+05   0.000000e+00   -1.337474e+01  1.358862e+01  
8         1.49316790416e+05   0.000000e+00   -1.336252e+01  1.358862e+01  
9         1.49316821412e+05   0.000000e+00   -1.334781e+01  1.358861e+01  
10        1.49316859011e+05   0.000000e+00   -1.333146e+01  1.358861e+01  
11        1.49316904745e+05   0.000000e+00   -1.331428e+01  1.358860e+01  
12        1.49316956898e+05   0.000000e+00   -1.329660e+01  1.358860e+01  
13        1.49317010711e+05   0.000000e+00   -1.327859e+01  1.358860e+01  
14        1.49317079106e+05   0.000000e+00   -1.326052e+01  1.358861e+01  
15        1.49317148591e+05   0.000000e+00   -1.324264e+01  1.358861e+01  
16        1.49317211918e+05   0.000000e+00   -1.322474e+01  1.358862e+01  
17        1.49317291070e+05   0.000000e+00   -1.320639e+01  1.358863e+01  
18        1.49317376529e+05   0.000000e+00   -1.318726e+01  1.358864e+01  
19        1.49317458914e+05   0.000000e+00   -1.316760e+01  1.358866e+01  
20        1.49317545347e+05   0.000000e+00   -1.314827e+01  1.358868e+01  
21        1.49317635163e+05   0.000000e+00   -1.313053e+01  1.358870e+01  
22        1.49317721333e+05   0.000000e+00   -1.311565e+01  1.358873e+01  
23        1.49317815746e+05   0.000000e+00   -1.310473e+01  1.358876e+01  
24        1.49317904587e+05   0.000000e+00   -1.309840e+01  1.358879e+01  
25        1.49318000333e+05   0.000000e+00   -1.309691e+01  1.358883e+01  
26        1.49318093562e+05   0.000000e+00   -1.310008e+01  1.358887e+01  
