
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.800000e+01 * a0, G = 1.221608e+04, G * par = 2.443217e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.619118e+00
     Dipolar cutoffs Rcut = 4.684656e+00, Lcut = 1.640415e+02

QF = 1, QDEPL = 0: h2 = 1.553141e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.227610e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.563148e+00, DY = 7.319775e-02, DZ = 7.319775e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 5000 (NSNAP = 2000)
                     DT = 2.678955e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.49997211150e+05   0.000000e+00   -7.690230e+00  1.639054e+01  
1         1.49997208978e+05   0.000000e+00   -7.695369e+00  1.639054e+01  
2         1.49997207576e+05   0.000000e+00   -7.700225e+00  1.639053e+01  
3         1.49997207937e+05   0.000000e+00   -7.703555e+00  1.639052e+01  
4         1.49997204137e+05   0.000000e+00   -7.704743e+00  1.639051e+01  
5         1.49997202945e+05   0.000000e+00   -7.703679e+00  1.639050e+01  
6         1.49997197078e+05   0.000000e+00   -7.700534e+00  1.639048e+01  
7         1.49997193112e+05   0.000000e+00   -7.695611e+00  1.639047e+01  
8         1.49997185106e+05   0.000000e+00   -7.689204e+00  1.639045e+01  
9         1.49997178802e+05   0.000000e+00   -7.681609e+00  1.639043e+01  
10        1.49997168821e+05   0.000000e+00   -7.673168e+00  1.639041e+01  
11        1.49997161190e+05   0.000000e+00   -7.664167e+00  1.639040e+01  
12        1.49997151166e+05   0.000000e+00   -7.654783e+00  1.639038e+01  
13        1.49997141261e+05   0.000000e+00   -7.645151e+00  1.639036e+01  
14        1.49997130937e+05   0.000000e+00   -7.635390e+00  1.639034e+01  
15        1.49997122872e+05   0.000000e+00   -7.625537e+00  1.639032e+01  
