-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -1.186901e+00  1.141439e+00   0.000000e+00   7.617281e+01   -1.244470e+02  4.594584e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -7.660113e+00  1.440103e+00   0.000000e+00   6.464612e+01   -1.058034e+02  3.205704e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -7.645666e+00  1.437250e+00   0.000000e+00   6.474764e+01   -1.059513e+02  3.212075e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -7.639509e+00  1.434784e+00   0.000000e+00   6.476839e+01   -1.059774e+02  3.213474e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -7.635960e+00  1.433433e+00   0.000000e+00   6.478018e+01   -1.059924e+02  3.214285e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -7.633733e+00  1.432617e+00   0.000000e+00   6.478772e+01   -1.060021e+02  3.214805e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -7.632255e+00  1.432088e+00   0.000000e+00   6.479279e+01   -1.060087e+02  3.215157e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -7.631238e+00  1.431730e+00   0.000000e+00   6.479631e+01   -1.060133e+02  3.215401e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -7.630517e+00  1.431478e+00   0.000000e+00   6.479883e+01   -1.060166e+02  3.215575e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -7.629998e+00  1.431298e+00   0.000000e+00   6.480065e+01   -1.060190e+02  3.215702e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -7.629619e+00  1.431168e+00   0.000000e+00   6.480199e+01   -1.060207e+02  3.215794e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -7.629339e+00  1.431071e+00   0.000000e+00   6.480298e+01   -1.060220e+02  3.215863e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -7.629130e+00  1.431000e+00   0.000000e+00   6.480371e+01   -1.060230e+02  3.215914e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -7.628974e+00  1.430947e+00   0.000000e+00   6.480426e+01   -1.060237e+02  3.215952e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -7.628857e+00  1.430907e+00   0.000000e+00   6.480468e+01   -1.060243e+02  3.215981e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -7.628769e+00  1.430877e+00   0.000000e+00   6.480499e+01   -1.060247e+02  3.216003e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
16        -7.628702e+00  1.430854e+00   0.000000e+00   6.480523e+01   -1.060250e+02  3.216019e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
17        -7.628652e+00  1.430837e+00   0.000000e+00   6.480541e+01   -1.060252e+02  3.216032e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
18        -7.628614e+00  1.430824e+00   0.000000e+00   6.480554e+01   -1.060254e+02  3.216041e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
19        -7.628585e+00  1.430814e+00   0.000000e+00   6.480565e+01   -1.060255e+02  3.216048e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
20        -7.628563e+00  1.430807e+00   0.000000e+00   6.480573e+01   -1.060256e+02  3.216054e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
21        -7.628546e+00  1.430801e+00   0.000000e+00   6.480578e+01   -1.060257e+02  3.216058e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
22        -7.628533e+00  1.430797e+00   0.000000e+00   6.480583e+01   -1.060258e+02  3.216061e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
23        -7.628524e+00  1.430793e+00   0.000000e+00   6.480586e+01   -1.060258e+02  3.216063e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
24        -7.628516e+00  1.430791e+00   0.000000e+00   6.480589e+01   -1.060258e+02  3.216065e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
-------------------------------------------------------------------------------------------------------------------------------------------------------------

