
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 8.700000e+01 * a0, G = 1.562940e+04, G * par = 3.125880e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par = 9.443909e+03, edd = 1.265517e+00
     Dipolar cutoff Rcut = 9.866488e+00, Lcut = 2.777575e+02

QF = 1: h2 = 1.965575e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 3.573190e+00

GRAD = 0

Trap parameters:
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 4.339961e+00, DY = 1.541639e-01, DZ = 1.541639e-01
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 2500 (NSNAP = 1250)
                     DT = 1.188325e-02

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      <r>            <x>            <y>            <z>
-------------------------------------------------------------------
0         2.779708e+01   2.776189e+01   9.886079e-01   9.886079e-01  
1         2.779706e+01   2.776189e+01   9.884402e-01   9.884402e-01  
2         2.779705e+01   2.776189e+01   9.882500e-01   9.882500e-01  
3         2.779703e+01   2.776189e+01   9.880378e-01   9.880378e-01  
4         2.779702e+01   2.776189e+01   9.878038e-01   9.878038e-01  
5         2.779700e+01   2.776189e+01   9.875487e-01   9.875487e-01  
6         2.779697e+01   2.776189e+01   9.872730e-01   9.872730e-01  
7         2.779695e+01   2.776188e+01   9.869774e-01   9.869774e-01  
8         2.779693e+01   2.776188e+01   9.866629e-01   9.866629e-01  
9         2.779690e+01   2.776188e+01   9.863303e-01   9.863303e-01  
10        2.779687e+01   2.776188e+01   9.859809e-01   9.859809e-01  
11        2.779684e+01   2.776187e+01   9.856158e-01   9.856158e-01  
12        2.779681e+01   2.776187e+01   9.852363e-01   9.852363e-01  
13        2.779678e+01   2.776186e+01   9.848440e-01   9.848440e-01  
14        2.779675e+01   2.776186e+01   9.844403e-01   9.844403e-01  
15        2.779671e+01   2.776186e+01   9.840269e-01   9.840269e-01  
16        2.779668e+01   2.776185e+01   9.836055e-01   9.836055e-01  
17        2.779664e+01   2.776185e+01   9.831779e-01   9.831779e-01  
18        2.779661e+01   2.776184e+01   9.827459e-01   9.827459e-01  
19        2.779658e+01   2.776184e+01   9.823113e-01   9.823113e-01  
20        2.779654e+01   2.776184e+01   9.818760e-01   9.818760e-01  
21        2.779651e+01   2.776183e+01   9.814418e-01   9.814418e-01  
22        2.779647e+01   2.776183e+01   9.810105e-01   9.810105e-01  
23        2.779644e+01   2.776183e+01   9.805838e-01   9.805838e-01  
24        2.779641e+01   2.776182e+01   9.801634e-01   9.801634e-01  
25        2.779638e+01   2.776182e+01   9.797509e-01   9.797509e-01  
26        2.779635e+01   2.776182e+01   9.793478e-01   9.793478e-01  
27        2.779632e+01   2.776182e+01   9.789555e-01   9.789555e-01  
28        2.779629e+01   2.776182e+01   9.785754e-01   9.785754e-01  
29        2.779626e+01   2.776182e+01   9.782084e-01   9.782084e-01  
30        2.779624e+01   2.776182e+01   9.778559e-01   9.778559e-01  
31        2.779621e+01   2.776182e+01   9.775188e-01   9.775188e-01  
32        2.779619e+01   2.776182e+01   9.771978e-01   9.771978e-01  
33        2.779617e+01   2.776182e+01   9.768940e-01   9.768940e-01  
34        2.779615e+01   2.776182e+01   9.766077e-01   9.766077e-01  
35        2.779614e+01   2.776182e+01   9.763398e-01   9.763398e-01  
36        2.779612e+01   2.776182e+01   9.760906e-01   9.760906e-01  
37        2.779611e+01   2.776183e+01   9.758606e-01   9.758606e-01  
38        2.779610e+01   2.776183e+01   9.756499e-01   9.756499e-01  
39        2.779609e+01   2.776184e+01   9.754590e-01   9.754590e-01  
40        2.779608e+01   2.776184e+01   9.752878e-01   9.752878e-01  
41        2.779608e+01   2.776185e+01   9.751365e-01   9.751365e-01  
42        2.779607e+01   2.776185e+01   9.750050e-01   9.750050e-01  
43        2.779607e+01   2.776186e+01   9.748933e-01   9.748933e-01  
44        2.779607e+01   2.776186e+01   9.748012e-01   9.748012e-01  
45        2.779607e+01   2.776187e+01   9.747286e-01   9.747286e-01  
46        2.779608e+01   2.776188e+01   9.746751e-01   9.746751e-01  
47        2.779608e+01   2.776189e+01   9.746405e-01   9.746405e-01  
48        2.779609e+01   2.776190e+01   9.746245e-01   9.746245e-01  
49        2.779610e+01   2.776190e+01   9.746265e-01   9.746265e-01  
50        2.779611e+01   2.776191e+01   9.746462e-01   9.746462e-01  
51        2.779612e+01   2.776192e+01   9.746831e-01   9.746831e-01  
52        2.779614e+01   2.776193e+01   9.747366e-01   9.747366e-01  
53        2.779615e+01   2.776194e+01   9.748064e-01   9.748064e-01  
54        2.779617e+01   2.776195e+01   9.748917e-01   9.748917e-01  
55        2.779618e+01   2.776196e+01   9.749919e-01   9.749919e-01  
56        2.779620e+01   2.776197e+01   9.751066e-01   9.751066e-01  
57        2.779622e+01   2.776199e+01   9.752349e-01   9.752349e-01  
58        2.779624e+01   2.776200e+01   9.753764e-01   9.753764e-01  
59        2.779627e+01   2.776201e+01   9.755302e-01   9.755302e-01  
60        2.779629e+01   2.776202e+01   9.756958e-01   9.756958e-01  
