
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.700000e+01 * a0, G = 1.203644e+04, G * par = 2.407287e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.643284e+00
     Dipolar cutoffs Rcut = 4.554491e+00, Lcut = 1.601837e+02

QF = 1, QDEPL = 0: h2 = 1.533427e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.356002e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.502870e+00, DY = 7.116392e-02, DZ = 7.116392e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 5000 (NSNAP = 2000)
                     DT = 2.532152e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.49947158733e+05   0.000000e+00   -8.469523e+00  1.596732e+01  
1         1.49947155393e+05   0.000000e+00   -8.475665e+00  1.596732e+01  
2         1.49947153640e+05   0.000000e+00   -8.481666e+00  1.596731e+01  
3         1.49947153970e+05   0.000000e+00   -8.485999e+00  1.596730e+01  
4         1.49947148738e+05   0.000000e+00   -8.487930e+00  1.596729e+01  
5         1.49947147032e+05   0.000000e+00   -8.487346e+00  1.596728e+01  
6         1.49947139105e+05   0.000000e+00   -8.484454e+00  1.596727e+01  
7         1.49947133780e+05   0.000000e+00   -8.479597e+00  1.596726e+01  
8         1.49947123133e+05   0.000000e+00   -8.473096e+00  1.596724e+01  
9         1.49947114715e+05   0.000000e+00   -8.465270e+00  1.596722e+01  
10        1.49947101467e+05   0.000000e+00   -8.456516e+00  1.596721e+01  
11        1.49947091245e+05   0.000000e+00   -8.447178e+00  1.596719e+01  
12        1.49947077717e+05   0.000000e+00   -8.437475e+00  1.596717e+01  
13        1.49947064309e+05   0.000000e+00   -8.427581e+00  1.596716e+01  
14        1.49947050399e+05   0.000000e+00   -8.417659e+00  1.596714e+01  
15        1.49947038891e+05   0.000000e+00   -8.407768e+00  1.596712e+01  
16        1.49947020459e+05   0.000000e+00   -8.397819e+00  1.596711e+01  
17        1.49947004249e+05   0.000000e+00   -8.387690e+00  1.596709e+01  
18        1.49946987935e+05   0.000000e+00   -8.377381e+00  1.596708e+01  
19        1.49946970141e+05   0.000000e+00   -8.367099e+00  1.596706e+01  
20        1.49946950977e+05   0.000000e+00   -8.357246e+00  1.596705e+01  
21        1.49946931740e+05   0.000000e+00   -8.348316e+00  1.596704e+01  
22        1.49946909343e+05   0.000000e+00   -8.340785e+00  1.596703e+01  
23        1.49946887502e+05   0.000000e+00   -8.335030e+00  1.596703e+01  
24        1.49946862651e+05   0.000000e+00   -8.331271e+00  1.596702e+01  
25        1.49946837451e+05   0.000000e+00   -8.329574e+00  1.596702e+01  
