-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -4.934387e-01  3.199375e-01   0.000000e+00   1.694467e+01   -2.201966e+01  4.261613e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -8.999150e-01  3.366132e-01   0.000000e+00   1.500858e+01   -1.955012e+01  3.305009e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -8.975292e-01  3.379150e-01   0.000000e+00   1.511026e+01   -1.967854e+01  3.332836e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -8.956005e-01  3.373999e-01   0.000000e+00   1.514111e+01   -1.971555e+01  3.341441e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -8.943391e-01  3.369315e-01   0.000000e+00   1.515721e+01   -1.973444e+01  3.345959e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -8.935415e-01  3.366209e-01   0.000000e+00   1.516676e+01   -1.974557e+01  3.348646e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -8.930415e-01  3.364255e-01   0.000000e+00   1.517261e+01   -1.975236e+01  3.350291e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -8.927278e-01  3.363037e-01   0.000000e+00   1.517623e+01   -1.975658e+01  3.351313e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -8.925297e-01  3.362276e-01   0.000000e+00   1.517851e+01   -1.975923e+01  3.351956e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -8.924036e-01  3.361797e-01   0.000000e+00   1.517997e+01   -1.976092e+01  3.352367e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -8.923224e-01  3.361492e-01   0.000000e+00   1.518091e+01   -1.976201e+01  3.352631e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -8.922697e-01  3.361295e-01   0.000000e+00   1.518152e+01   -1.976272e+01  3.352803e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -8.922353e-01  3.361168e-01   0.000000e+00   1.518192e+01   -1.976318e+01  3.352916e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -8.922126e-01  3.361085e-01   0.000000e+00   1.518218e+01   -1.976349e+01  3.352991e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -8.921976e-01  3.361030e-01   0.000000e+00   1.518236e+01   -1.976370e+01  3.353040e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -8.921876e-01  3.360994e-01   0.000000e+00   1.518247e+01   -1.976383e+01  3.353073e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
16        -8.921810e-01  3.360969e-01   0.000000e+00   1.518255e+01   -1.976392e+01  3.353095e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
17        -8.921766e-01  3.360953e-01   0.000000e+00   1.518260e+01   -1.976398e+01  3.353110e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
18        -8.921737e-01  3.360943e-01   0.000000e+00   1.518264e+01   -1.976402e+01  3.353119e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
19        -8.921717e-01  3.360936e-01   0.000000e+00   1.518266e+01   -1.976405e+01  3.353126e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
20        -8.921704e-01  3.360931e-01   0.000000e+00   1.518267e+01   -1.976407e+01  3.353130e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
21        -8.921695e-01  3.360928e-01   0.000000e+00   1.518268e+01   -1.976408e+01  3.353133e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
-------------------------------------------------------------------------------------------------------------------------------------------------------------

