-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -1.151390e+00  1.016240e+00   0.000000e+00   6.662125e+01   -1.056980e+02  3.690909e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -6.235114e+00  1.249920e+00   0.000000e+00   5.657218e+01   -8.991657e+01  2.585936e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -6.220832e+00  1.247481e+00   0.000000e+00   5.668948e+01   -9.008488e+01  2.592709e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -6.214341e+00  1.244896e+00   0.000000e+00   5.671461e+01   -9.011652e+01  2.594267e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -6.210404e+00  1.243405e+00   0.000000e+00   5.672942e+01   -9.013525e+01  2.595201e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -6.207791e+00  1.242455e+00   0.000000e+00   5.673946e+01   -9.014808e+01  2.595837e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -6.205948e+00  1.241804e+00   0.000000e+00   5.674667e+01   -9.015736e+01  2.596294e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -6.204590e+00  1.241333e+00   0.000000e+00   5.675205e+01   -9.016432e+01  2.596635e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -6.203557e+00  1.240980e+00   0.000000e+00   5.675619e+01   -9.016969e+01  2.596896e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -6.202751e+00  1.240707e+00   0.000000e+00   5.675944e+01   -9.017392e+01  2.597102e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -6.202112e+00  1.240492e+00   0.000000e+00   5.676203e+01   -9.017730e+01  2.597266e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -6.201596e+00  1.240320e+00   0.000000e+00   5.676413e+01   -9.018004e+01  2.597399e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -6.201176e+00  1.240180e+00   0.000000e+00   5.676585e+01   -9.018228e+01  2.597507e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -6.200830e+00  1.240065e+00   0.000000e+00   5.676727e+01   -9.018413e+01  2.597597e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -6.200544e+00  1.239971e+00   0.000000e+00   5.676845e+01   -9.018568e+01  2.597671e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -6.200304e+00  1.239892e+00   0.000000e+00   5.676943e+01   -9.018697e+01  2.597734e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
16        -6.200104e+00  1.239826e+00   0.000000e+00   5.677026e+01   -9.018805e+01  2.597786e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
