
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 7.400000e+01 * a0, G = 1.329397e+04, G * par = 2.658795e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par = 9.443909e+03, edd = 1.487838e+00
     Dipolar cutoff Rcut = 5.655414e+00, Lcut = 1.883762e+02

QF = 1: h2 = 1.675481e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 4.564831e+00

GRAD = 0

Trap parameters:
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.943378e+00, DY = 8.836584e-02, DZ = 8.836584e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 5000 (NSNAP = 2000)
                     DT = 3.904261e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      <r>            <x>            <y>            <z>
-------------------------------------------------------------------
0         1.904583e+01   1.902899e+01   5.662225e-01   5.662225e-01  
1         1.904582e+01   1.902899e+01   5.661105e-01   5.661105e-01  
2         1.904581e+01   1.902899e+01   5.659794e-01   5.659794e-01  
3         1.904580e+01   1.902899e+01   5.658294e-01   5.658294e-01  
4         1.904579e+01   1.902898e+01   5.656609e-01   5.656609e-01  
5         1.904578e+01   1.902898e+01   5.654747e-01   5.654747e-01  
6         1.904576e+01   1.902898e+01   5.652717e-01   5.652717e-01  
7         1.904575e+01   1.902898e+01   5.650529e-01   5.650529e-01  
8         1.904573e+01   1.902897e+01   5.648199e-01   5.648199e-01  
9         1.904571e+01   1.902897e+01   5.645741e-01   5.645741e-01  
10        1.904569e+01   1.902896e+01   5.643173e-01   5.643173e-01  
11        1.904567e+01   1.902896e+01   5.640514e-01   5.640514e-01  
12        1.904565e+01   1.902895e+01   5.637785e-01   5.637785e-01  
13        1.904562e+01   1.902894e+01   5.635005e-01   5.635005e-01  
14        1.904560e+01   1.902894e+01   5.632196e-01   5.632196e-01  
15        1.904558e+01   1.902893e+01   5.629380e-01   5.629380e-01  
16        1.904555e+01   1.902892e+01   5.626581e-01   5.626581e-01  
17        1.904553e+01   1.902892e+01   5.623820e-01   5.623820e-01  
18        1.904551e+01   1.902891e+01   5.621122e-01   5.621122e-01  
19        1.904548e+01   1.902890e+01   5.618511e-01   5.618511e-01  
20        1.904546e+01   1.902889e+01   5.616009e-01   5.616009e-01  
21        1.904544e+01   1.902889e+01   5.613640e-01   5.613640e-01  
22        1.904542e+01   1.902888e+01   5.611426e-01   5.611426e-01  
23        1.904540e+01   1.902887e+01   5.609388e-01   5.609388e-01  
24        1.904539e+01   1.902887e+01   5.607546e-01   5.607546e-01  
25        1.904537e+01   1.902886e+01   5.605915e-01   5.605915e-01  
26        1.904536e+01   1.902886e+01   5.604510e-01   5.604510e-01  
27        1.904534e+01   1.902885e+01   5.603342e-01   5.603342e-01  
28        1.904533e+01   1.902885e+01   5.602421e-01   5.602421e-01  
29        1.904532e+01   1.902884e+01   5.601751e-01   5.601751e-01  
30        1.904532e+01   1.902884e+01   5.601336e-01   5.601336e-01  
31        1.904531e+01   1.902883e+01   5.601176e-01   5.601176e-01  
32        1.904531e+01   1.902883e+01   5.601269e-01   5.601269e-01  
33        1.904531e+01   1.902883e+01   5.601609e-01   5.601609e-01  
34        1.904531e+01   1.902882e+01   5.602191e-01   5.602191e-01  
35        1.904531e+01   1.902882e+01   5.603005e-01   5.603005e-01  
36        1.904532e+01   1.902882e+01   5.604040e-01   5.604040e-01  
37        1.904532e+01   1.902882e+01   5.605286e-01   5.605286e-01  
38        1.904533e+01   1.902881e+01   5.606727e-01   5.606727e-01  
39        1.904533e+01   1.902881e+01   5.608349e-01   5.608349e-01  
40        1.904534e+01   1.902881e+01   5.610137e-01   5.610137e-01  
41        1.904535e+01   1.902881e+01   5.612075e-01   5.612075e-01  
42        1.904536e+01   1.902881e+01   5.614145e-01   5.614145e-01  
43        1.904538e+01   1.902881e+01   5.616330e-01   5.616330e-01  
44        1.904539e+01   1.902881e+01   5.618611e-01   5.618611e-01  
45        1.904540e+01   1.902880e+01   5.620972e-01   5.620972e-01  
46        1.904541e+01   1.902880e+01   5.623394e-01   5.623394e-01  
47        1.904543e+01   1.902880e+01   5.625859e-01   5.625859e-01  
48        1.904544e+01   1.902880e+01   5.628350e-01   5.628350e-01  
49        1.904545e+01   1.902880e+01   5.630849e-01   5.630849e-01  
50        1.904547e+01   1.902880e+01   5.633339e-01   5.633339e-01  
51        1.904548e+01   1.902879e+01   5.635804e-01   5.635804e-01  
52        1.904549e+01   1.902879e+01   5.638228e-01   5.638228e-01  
53        1.904550e+01   1.902879e+01   5.640594e-01   5.640594e-01  
54        1.904551e+01   1.902879e+01   5.642890e-01   5.642890e-01  
55        1.904552e+01   1.902878e+01   5.645100e-01   5.645100e-01  
56        1.904553e+01   1.902878e+01   5.647214e-01   5.647214e-01  
57        1.904554e+01   1.902878e+01   5.649217e-01   5.649217e-01  
58        1.904555e+01   1.902877e+01   5.651101e-01   5.651101e-01  
59        1.904555e+01   1.902877e+01   5.652854e-01   5.652854e-01  
60        1.904556e+01   1.902876e+01   5.654469e-01   5.654469e-01  
61        1.904556e+01   1.902876e+01   5.655937e-01   5.655937e-01  
62        1.904556e+01   1.902875e+01   5.657252e-01   5.657252e-01  
63        1.904556e+01   1.902874e+01   5.658409e-01   5.658409e-01  
64        1.904556e+01   1.902874e+01   5.659401e-01   5.659401e-01  
65        1.904556e+01   1.902873e+01   5.660227e-01   5.660227e-01  
66        1.904556e+01   1.902872e+01   5.660883e-01   5.660883e-01  
67        1.904555e+01   1.902872e+01   5.661368e-01   5.661368e-01  
68        1.904555e+01   1.902871e+01   5.661682e-01   5.661682e-01  
69        1.904554e+01   1.902870e+01   5.661825e-01   5.661825e-01  
70        1.904553e+01   1.902869e+01   5.661798e-01   5.661798e-01  
71        1.904552e+01   1.902868e+01   5.661605e-01   5.661605e-01  
72        1.904551e+01   1.902867e+01   5.661249e-01   5.661249e-01  
73        1.904550e+01   1.902866e+01   5.660735e-01   5.660735e-01  
74        1.904548e+01   1.902865e+01   5.660067e-01   5.660067e-01  
75        1.904547e+01   1.902864e+01   5.659252e-01   5.659252e-01  
76        1.904545e+01   1.902863e+01   5.658297e-01   5.658297e-01  
77        1.904543e+01   1.902862e+01   5.657209e-01   5.657209e-01  
78        1.904541e+01   1.902861e+01   5.655998e-01   5.655998e-01  
79        1.904539e+01   1.902860e+01   5.654671e-01   5.654671e-01  
80        1.904537e+01   1.902859e+01   5.653239e-01   5.653239e-01  
81        1.904535e+01   1.902857e+01   5.651712e-01   5.651712e-01  
82        1.904533e+01   1.902856e+01   5.650101e-01   5.650101e-01  
83        1.904531e+01   1.902855e+01   5.648416e-01   5.648416e-01  
84        1.904529e+01   1.902854e+01   5.646669e-01   5.646669e-01  
85        1.904526e+01   1.902852e+01   5.644872e-01   5.644872e-01  
86        1.904524e+01   1.902851e+01   5.643036e-01   5.643036e-01  
87        1.904521e+01   1.902850e+01   5.641174e-01   5.641174e-01  
88        1.904519e+01   1.902849e+01   5.639297e-01   5.639297e-01  
89        1.904517e+01   1.902847e+01   5.637417e-01   5.637417e-01  
90        1.904514e+01   1.902846e+01   5.635546e-01   5.635546e-01  
91        1.904512e+01   1.902845e+01   5.633696e-01   5.633696e-01  
92        1.904510e+01   1.902843e+01   5.631878e-01   5.631878e-01  
93        1.904507e+01   1.902842e+01   5.630103e-01   5.630103e-01  
94        1.904505e+01   1.902841e+01   5.628383e-01   5.628383e-01  
95        1.904503e+01   1.902840e+01   5.626728e-01   5.626728e-01  
96        1.904500e+01   1.902838e+01   5.625148e-01   5.625148e-01  
97        1.904498e+01   1.902837e+01   5.623652e-01   5.623652e-01  
98        1.904496e+01   1.902836e+01   5.622249e-01   5.622249e-01  
99        1.904494e+01   1.902835e+01   5.620948e-01   5.620948e-01  
100       1.904492e+01   1.902833e+01   5.619755e-01   5.619755e-01  
101       1.904490e+01   1.902832e+01   5.618677e-01   5.618677e-01  
102       1.904489e+01   1.902831e+01   5.617720e-01   5.617720e-01  
103       1.904487e+01   1.902830e+01   5.616887e-01   5.616887e-01  
104       1.904485e+01   1.902829e+01   5.616185e-01   5.616185e-01  
105       1.904484e+01   1.902827e+01   5.615615e-01   5.615615e-01  
106       1.904483e+01   1.902826e+01   5.615182e-01   5.615182e-01  
107       1.904481e+01   1.902825e+01   5.614886e-01   5.614886e-01  
