
**********************************************
Imaginary-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 8.600000e+01 * a0, G = 1.544975e+04, G * par = 3.089950e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.100000e+02 * a0, GD = 4.717666e+03, GD * par = 9.435331e+03, edd = 1.279070e+00
     Dipolar cutoff Rcut = 9.316743e+00, Lcut = 2.679391e+02

QF = 1: h2 = 1.939416e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 3.629021e+00

GRAD = 0

Trap parameters:
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 4.186548e+00, DY = 1.455741e-01, DZ = 1.455741e-01
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 1000000 (NSNAP = 10000)
                     DT = 1.059591e-02

Initial state: Gaussian
               SX = 2.679391e+01, SY = 9.316743e-01, SZ = 9.316743e-01
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-06, MUEND=0.000000e+00

-------------------------------------------------------------------
Snap      <r>            <x>            <y>            <z>
-------------------------------------------------------------------
0         2.682629e+01   2.679391e+01   9.316743e-01   9.316743e-01  
1         2.736077e+01   2.732908e+01   9.309114e-01   9.309114e-01  
2         2.719445e+01   2.716269e+01   9.290716e-01   9.290716e-01  
3         2.707398e+01   2.704203e+01   9.297481e-01   9.297481e-01  
4         2.699281e+01   2.696072e+01   9.304287e-01   9.304287e-01  
5         2.693967e+01   2.690749e+01   9.309042e-01   9.309042e-01  
6         2.690490e+01   2.687265e+01   9.312193e-01   9.312193e-01  
7         2.688193e+01   2.684963e+01   9.314271e-01   9.314271e-01  
8         2.686657e+01   2.683425e+01   9.315654e-01   9.315654e-01  
9         2.685617e+01   2.682383e+01   9.316585e-01   9.316585e-01  
10        2.684906e+01   2.681671e+01   9.317218e-01   9.317218e-01  
11        2.684414e+01   2.681178e+01   9.317653e-01   9.317653e-01  
12        2.684071e+01   2.680834e+01   9.317956e-01   9.317956e-01  
13        2.683830e+01   2.680593e+01   9.318167e-01   9.318167e-01  
14        2.683660e+01   2.680423e+01   9.318316e-01   9.318316e-01  
15        2.683540e+01   2.680302e+01   9.318421e-01   9.318421e-01  
16        2.683454e+01   2.680216e+01   9.318496e-01   9.318496e-01  
17        2.683393e+01   2.680155e+01   9.318549e-01   9.318549e-01  
18        2.683350e+01   2.680111e+01   9.318586e-01   9.318586e-01  
19        2.683318e+01   2.680080e+01   9.318614e-01   9.318614e-01  
20        2.683296e+01   2.680058e+01   9.318633e-01   9.318633e-01  
21        2.683280e+01   2.680042e+01   9.318647e-01   9.318647e-01  
22        2.683269e+01   2.680031e+01   9.318657e-01   9.318657e-01  
23        2.683261e+01   2.680022e+01   9.318664e-01   9.318664e-01  
24        2.683255e+01   2.680017e+01   9.318669e-01   9.318669e-01  
25        2.683251e+01   2.680012e+01   9.318672e-01   9.318672e-01  
-------------------------------------------------------------------

