-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -1.126179e+00  1.431875e+00   0.000000e+00   9.782496e+01   -1.699498e+02  6.956677e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -1.132832e+01  1.890643e+00   0.000000e+00   8.281694e+01   -1.441185e+02  4.808264e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -1.131227e+01  1.886483e+00   0.000000e+00   8.289398e+01   -1.442329e+02  4.814017e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -1.130474e+01  1.883631e+00   0.000000e+00   8.291521e+01   -1.442607e+02  4.815716e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -1.129992e+01  1.881917e+00   0.000000e+00   8.292911e+01   -1.442794e+02  4.816846e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -1.129642e+01  1.880729e+00   0.000000e+00   8.293940e+01   -1.442934e+02  4.817687e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -1.129366e+01  1.879814e+00   0.000000e+00   8.294769e+01   -1.443048e+02  4.818368e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -1.129130e+01  1.879051e+00   0.000000e+00   8.295488e+01   -1.443148e+02  4.818958e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -1.128915e+01  1.878368e+00   0.000000e+00   8.296151e+01   -1.443241e+02  4.819503e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -1.128707e+01  1.877720e+00   0.000000e+00   8.296798e+01   -1.443331e+02  4.820034e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -1.128496e+01  1.877069e+00   0.000000e+00   8.297464e+01   -1.443425e+02  4.820582e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -1.128268e+01  1.876379e+00   0.000000e+00   8.298190e+01   -1.443527e+02  4.821178e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -1.128009e+01  1.875605e+00   0.000000e+00   8.299028e+01   -1.443646e+02  4.821864e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -1.127695e+01  1.874682e+00   0.000000e+00   8.300059e+01   -1.443793e+02  4.822708e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -1.127286e+01  1.873505e+00   0.000000e+00   8.301423e+01   -1.443988e+02  4.823823e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -1.126708e+01  1.871880e+00   0.000000e+00   8.303397e+01   -1.444272e+02  4.825428e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
16        -1.125811e+01  1.869428e+00   0.000000e+00   8.306571e+01   -1.444732e+02  4.827991e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
17        -1.124286e+01  1.865405e+00   0.000000e+00   8.312263e+01   -1.445562e+02  4.832526e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
18        -1.121762e+01  1.858881e+00   0.000000e+00   8.322574e+01   -1.447074e+02  4.840515e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
19        -1.118991e+01  1.851300e+00   0.000000e+00   8.335277e+01   -1.448931e+02  4.849910e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
20        -1.117596e+01  1.846726e+00   0.000000e+00   8.342213e+01   -1.449923e+02  4.854745e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
21        -1.117193e+01  1.845143e+00   0.000000e+00   8.344236e+01   -1.450202e+02  4.856072e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
22        -1.117087e+01  1.844712e+00   0.000000e+00   8.344760e+01   -1.450272e+02  4.856404e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
23        -1.117056e+01  1.844595e+00   0.000000e+00   8.344913e+01   -1.450293e+02  4.856502e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
24        -1.117046e+01  1.844561e+00   0.000000e+00   8.344965e+01   -1.450300e+02  4.856536e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
25        -1.117042e+01  1.844549e+00   0.000000e+00   8.344983e+01   -1.450303e+02  4.856548e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
26        -1.117041e+01  1.844545e+00   0.000000e+00   8.344990e+01   -1.450304e+02  4.856553e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
27        -1.117040e+01  1.844544e+00   0.000000e+00   8.344993e+01   -1.450304e+02  4.856554e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
-------------------------------------------------------------------------------------------------------------------------------------------------------------

