
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.600000e+01 * a0, G = 1.185679e+04, G * par = 2.371357e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par = 9.443909e+03, edd = 1.668182e+00
     Dipolar cutoff Rcut = 4.423341e+00, Lcut = 1.570581e+02

QF = 1: h2 = 1.513903e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.490383e+00

GRAD = 0

Trap parameters:
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.454033e+00, DY = 6.911470e-02, DZ = 6.911470e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 5000 (NSNAP = 2000)
                     DT = 2.388421e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      <r>            <x>            <y>            <z>
-------------------------------------------------------------------
0         1.568796e+01   1.567545e+01   4.428567e-01   4.428567e-01  
1         1.568795e+01   1.567545e+01   4.427599e-01   4.427599e-01  
2         1.568794e+01   1.567545e+01   4.426453e-01   4.426453e-01  
3         1.568794e+01   1.567545e+01   4.425132e-01   4.425132e-01  
4         1.568793e+01   1.567545e+01   4.423642e-01   4.423642e-01  
5         1.568792e+01   1.567545e+01   4.421993e-01   4.421993e-01  
6         1.568790e+01   1.567544e+01   4.420199e-01   4.420199e-01  
7         1.568789e+01   1.567544e+01   4.418279e-01   4.418279e-01  
8         1.568788e+01   1.567544e+01   4.416251e-01   4.416251e-01  
9         1.568786e+01   1.567543e+01   4.414138e-01   4.414138e-01  
10        1.568784e+01   1.567543e+01   4.411964e-01   4.411964e-01  
11        1.568783e+01   1.567543e+01   4.409754e-01   4.409754e-01  
12        1.568781e+01   1.567542e+01   4.407532e-01   4.407532e-01  
13        1.568779e+01   1.567542e+01   4.405323e-01   4.405323e-01  
14        1.568778e+01   1.567541e+01   4.403153e-01   4.403153e-01  
15        1.568776e+01   1.567541e+01   4.401046e-01   4.401046e-01  
16        1.568774e+01   1.567540e+01   4.399026e-01   4.399026e-01  
17        1.568773e+01   1.567540e+01   4.397115e-01   4.397115e-01  
18        1.568771e+01   1.567539e+01   4.395339e-01   4.395339e-01  
19        1.568770e+01   1.567539e+01   4.393719e-01   4.393719e-01  
20        1.568769e+01   1.567539e+01   4.392280e-01   4.392280e-01  
21        1.568768e+01   1.567538e+01   4.391041e-01   4.391041e-01  
22        1.568767e+01   1.567538e+01   4.390023e-01   4.390023e-01  
23        1.568766e+01   1.567538e+01   4.389243e-01   4.389243e-01  
24        1.568766e+01   1.567538e+01   4.388714e-01   4.388714e-01  
25        1.568766e+01   1.567538e+01   4.388445e-01   4.388445e-01  
26        1.568766e+01   1.567537e+01   4.388441e-01   4.388441e-01  
27        1.568766e+01   1.567537e+01   4.388704e-01   4.388704e-01  
28        1.568766e+01   1.567537e+01   4.389229e-01   4.389229e-01  
29        1.568767e+01   1.567538e+01   4.390008e-01   4.390008e-01  
30        1.568767e+01   1.567538e+01   4.391030e-01   4.391030e-01  
31        1.568768e+01   1.567538e+01   4.392279e-01   4.392279e-01  
32        1.568769e+01   1.567538e+01   4.393738e-01   4.393738e-01  
33        1.568770e+01   1.567538e+01   4.395386e-01   4.395386e-01  
34        1.568772e+01   1.567539e+01   4.397200e-01   4.397200e-01  
35        1.568773e+01   1.567539e+01   4.399156e-01   4.399156e-01  
36        1.568775e+01   1.567539e+01   4.401230e-01   4.401230e-01  
37        1.568776e+01   1.567540e+01   4.403396e-01   4.403396e-01  
38        1.568778e+01   1.567540e+01   4.405628e-01   4.405628e-01  
39        1.568779e+01   1.567540e+01   4.407900e-01   4.407900e-01  
40        1.568781e+01   1.567541e+01   4.410187e-01   4.410187e-01  
41        1.568783e+01   1.567541e+01   4.412463e-01   4.412463e-01  
42        1.568784e+01   1.567542e+01   4.414706e-01   4.414706e-01  
43        1.568786e+01   1.567542e+01   4.416890e-01   4.416890e-01  
44        1.568788e+01   1.567542e+01   4.418996e-01   4.418996e-01  
45        1.568789e+01   1.567543e+01   4.421000e-01   4.421000e-01  
46        1.568790e+01   1.567543e+01   4.422886e-01   4.422886e-01  
47        1.568792e+01   1.567543e+01   4.424635e-01   4.424635e-01  
48        1.568793e+01   1.567544e+01   4.426233e-01   4.426233e-01  
49        1.568794e+01   1.567544e+01   4.427665e-01   4.427665e-01  
50        1.568795e+01   1.567544e+01   4.428919e-01   4.428919e-01  
51        1.568796e+01   1.567544e+01   4.429987e-01   4.429987e-01  
52        1.568796e+01   1.567545e+01   4.430858e-01   4.430858e-01  
53        1.568797e+01   1.567545e+01   4.431528e-01   4.431528e-01  
54        1.568797e+01   1.567545e+01   4.431993e-01   4.431993e-01  
55        1.568798e+01   1.567545e+01   4.432250e-01   4.432250e-01  
56        1.568798e+01   1.567545e+01   4.432300e-01   4.432300e-01  
57        1.568798e+01   1.567545e+01   4.432145e-01   4.432145e-01  
58        1.568798e+01   1.567545e+01   4.431789e-01   4.431789e-01  
59        1.568797e+01   1.567545e+01   4.431240e-01   4.431240e-01  
60        1.568797e+01   1.567545e+01   4.430504e-01   4.430504e-01  
61        1.568797e+01   1.567545e+01   4.429591e-01   4.429591e-01  
62        1.568796e+01   1.567545e+01   4.428514e-01   4.428514e-01  
63        1.568795e+01   1.567545e+01   4.427285e-01   4.427285e-01  
64        1.568794e+01   1.567545e+01   4.425918e-01   4.425918e-01  
65        1.568794e+01   1.567545e+01   4.424428e-01   4.424428e-01  
66        1.568793e+01   1.567545e+01   4.422832e-01   4.422832e-01  
67        1.568792e+01   1.567545e+01   4.421148e-01   4.421148e-01  
68        1.568791e+01   1.567545e+01   4.419392e-01   4.419392e-01  
69        1.568790e+01   1.567545e+01   4.417583e-01   4.417583e-01  
70        1.568789e+01   1.567545e+01   4.415741e-01   4.415741e-01  
71        1.568788e+01   1.567545e+01   4.413884e-01   4.413884e-01  
72        1.568787e+01   1.567546e+01   4.412032e-01   4.412032e-01  
73        1.568786e+01   1.567546e+01   4.410203e-01   4.410203e-01  
74        1.568785e+01   1.567546e+01   4.408415e-01   4.408415e-01  
75        1.568784e+01   1.567546e+01   4.406687e-01   4.406687e-01  
76        1.568784e+01   1.567546e+01   4.405036e-01   4.405036e-01  
77        1.568783e+01   1.567546e+01   4.403478e-01   4.403478e-01  
78        1.568783e+01   1.567547e+01   4.402030e-01   4.402030e-01  
79        1.568782e+01   1.567547e+01   4.400705e-01   4.400705e-01  
80        1.568782e+01   1.567548e+01   4.399516e-01   4.399516e-01  
81        1.568782e+01   1.567548e+01   4.398474e-01   4.398474e-01  
82        1.568782e+01   1.567549e+01   4.397591e-01   4.397591e-01  
83        1.568782e+01   1.567549e+01   4.396874e-01   4.396874e-01  
84        1.568783e+01   1.567550e+01   4.396330e-01   4.396330e-01  
85        1.568783e+01   1.567551e+01   4.395964e-01   4.395964e-01  
86        1.568784e+01   1.567552e+01   4.395781e-01   4.395781e-01  
87        1.568785e+01   1.567553e+01   4.395781e-01   4.395781e-01  
88        1.568786e+01   1.567554e+01   4.395966e-01   4.395966e-01  
89        1.568788e+01   1.567556e+01   4.396333e-01   4.396333e-01  
90        1.568790e+01   1.567557e+01   4.396882e-01   4.396882e-01  
91        1.568792e+01   1.567559e+01   4.397609e-01   4.397609e-01  
92        1.568795e+01   1.567561e+01   4.398513e-01   4.398513e-01  
93        1.568798e+01   1.567564e+01   4.399592e-01   4.399592e-01  
94        1.568802e+01   1.567567e+01   4.400847e-01   4.400847e-01  
95        1.568808e+01   1.567572e+01   4.402287e-01   4.402287e-01  
96        1.568816e+01   1.567579e+01   4.403926e-01   4.403926e-01  
97        1.568828e+01   1.567590e+01   4.405798e-01   4.405798e-01  
98        1.568846e+01   1.567607e+01   4.407951e-01   4.407951e-01  
99        1.568872e+01   1.567632e+01   4.410464e-01   4.410464e-01  
100       1.568911e+01   1.567669e+01   4.413447e-01   4.413447e-01  
101       1.568965e+01   1.567721e+01   4.417046e-01   4.417046e-01  
102       1.569034e+01   1.567787e+01   4.421445e-01   4.421445e-01  
103       1.569116e+01   1.567867e+01   4.426866e-01   4.426866e-01  
104       1.569207e+01   1.567954e+01   4.433572e-01   4.433572e-01  
105       1.569299e+01   1.568042e+01   4.441863e-01   4.441863e-01  
106       1.569387e+01   1.568124e+01   4.452066e-01   4.452066e-01  
107       1.569465e+01   1.568195e+01   4.464528e-01   4.464528e-01  
108       1.569532e+01   1.568253e+01   4.479583e-01   4.479583e-01  
109       1.569590e+01   1.568300e+01   4.497537e-01   4.497537e-01  
110       1.569646e+01   1.568345e+01   4.518656e-01   4.518656e-01  
111       1.569734e+01   1.568418e+01   4.543215e-01   4.543215e-01  
112       1.570022e+01   1.568690e+01   4.571830e-01   4.571830e-01  
113       1.571254e+01   1.569903e+01   4.606752e-01   4.606752e-01  
114       1.569081e+01   1.567711e+01   4.635004e-01   4.635004e-01  
115       1.572204e+01   1.570808e+01   4.683779e-01   4.683779e-01  
116       1.569662e+01   1.568243e+01   4.718416e-01   4.718416e-01  
117       1.570830e+01   1.569380e+01   4.770700e-01   4.770700e-01  
118       1.568921e+01   1.567441e+01   4.817788e-01   4.817788e-01  
119       1.569939e+01   1.568423e+01   4.878048e-01   4.878048e-01  
120       1.568837e+01   1.567280e+01   4.940759e-01   4.940759e-01  
121       1.570080e+01   1.568480e+01   5.010946e-01   5.010946e-01  
122       1.568605e+01   1.566955e+01   5.085948e-01   5.085948e-01  
123       1.570778e+01   1.569078e+01   5.165507e-01   5.165507e-01  
124       1.568404e+01   1.566646e+01   5.249283e-01   5.249283e-01  
125       1.570961e+01   1.569150e+01   5.331872e-01   5.331872e-01  
126       1.568712e+01   1.566837e+01   5.422237e-01   5.422237e-01  
127       1.571009e+01   1.569077e+01   5.507345e-01   5.507345e-01  
128       1.569336e+01   1.567333e+01   5.604493e-01   5.604493e-01  
129       1.571295e+01   1.569231e+01   5.692054e-01   5.692054e-01  
130       1.570052e+01   1.567911e+01   5.796458e-01   5.796458e-01  
131       1.571675e+01   1.569469e+01   5.885903e-01   5.885903e-01  
132       1.570563e+01   1.568272e+01   5.995752e-01   5.995752e-01  
133       1.571890e+01   1.569531e+01   6.087457e-01   6.087457e-01  
134       1.570942e+01   1.568492e+01   6.202138e-01   6.202138e-01  
135       1.571961e+01   1.569438e+01   6.295420e-01   6.295420e-01  
136       1.571340e+01   1.568720e+01   6.414070e-01   6.414070e-01  
137       1.573182e+01   1.570484e+01   6.512734e-01   6.512734e-01  
138       1.572513e+01   1.569712e+01   6.633777e-01   6.633777e-01  
139       1.571163e+01   1.568286e+01   6.720707e-01   6.720707e-01  
140       1.571715e+01   1.568726e+01   6.850426e-01   6.850426e-01  
141       1.571599e+01   1.568527e+01   6.945076e-01   6.945076e-01  
142       1.572180e+01   1.568989e+01   7.079041e-01   7.079042e-01  
143       1.571022e+01   1.567746e+01   7.170734e-01   7.170734e-01  
144       1.571940e+01   1.568536e+01   7.310621e-01   7.310621e-01  
145       1.571141e+01   1.567646e+01   7.406696e-01   7.406696e-01  
146       1.571995e+01   1.568365e+01   7.549909e-01   7.549909e-01  
147       1.571130e+01   1.567402e+01   7.648941e-01   7.648941e-01  
148       1.571933e+01   1.568060e+01   7.797580e-01   7.797581e-01  
149       1.570942e+01   1.566961e+01   7.902639e-01   7.902639e-01  
150       1.571683e+01   1.567542e+01   8.061473e-01   8.061473e-01  
151       1.570505e+01   1.566250e+01   8.169866e-01   8.169866e-01  
152       1.571322e+01   1.566913e+01   8.317347e-01   8.317348e-01  
153       1.570157e+01   1.565668e+01   8.389428e-01   8.389428e-01  
154       1.571197e+01   1.566599e+01   8.493472e-01   8.493472e-01  
155       1.569752e+01   1.565091e+01   8.547836e-01   8.547836e-01  
156       1.570597e+01   1.565823e+01   8.652500e-01   8.652500e-01  
157       1.569283e+01   1.564481e+01   8.674444e-01   8.674444e-01  
158       1.570910e+01   1.566064e+01   8.718214e-01   8.718214e-01  
159       1.569400e+01   1.564524e+01   8.741460e-01   8.741460e-01  
160       1.570653e+01   1.565682e+01   8.829111e-01   8.829111e-01  
161       1.569199e+01   1.564200e+01   8.849918e-01   8.849918e-01  
162       1.570806e+01   1.565735e+01   8.917891e-01   8.917891e-01  
163       1.568839e+01   1.563724e+01   8.950428e-01   8.950428e-01  
164       1.571063e+01   1.565903e+01   8.996099e-01   8.996099e-01  
165       1.568725e+01   1.563519e+01   9.029737e-01   9.029737e-01  
166       1.570866e+01   1.565601e+01   9.086540e-01   9.086540e-01  
167       1.569110e+01   1.563850e+01   9.076821e-01   9.076822e-01  
168       1.571273e+01   1.565924e+01   9.159636e-01   9.159636e-01  
169       1.568391e+01   1.563020e+01   9.170094e-01   9.170094e-01  
170       1.572359e+01   1.567007e+01   9.165270e-01   9.165270e-01  
171       1.568130e+01   1.562645e+01   9.266257e-01   9.266257e-01  
172       1.571704e+01   1.566197e+01   9.295429e-01   9.295429e-01  
173       1.569359e+01   1.563839e+01   9.299722e-01   9.299722e-01  
174       1.570678e+01   1.565039e+01   9.403073e-01   9.403073e-01  
175       1.570067e+01   1.564424e+01   9.404149e-01   9.404149e-01  
176       1.569998e+01   1.564266e+01   9.477515e-01   9.477515e-01  
177       1.569914e+01   1.564076e+01   9.564084e-01   9.564084e-01  
178       1.570153e+01   1.564378e+01   9.512901e-01   9.512901e-01  
179       1.569497e+01   1.563554e+01   9.648703e-01   9.648703e-01  
180       1.571532e+01   1.565608e+01   9.640033e-01   9.640033e-01  
181       1.566067e+01   1.560032e+01   9.712519e-01   9.712519e-01  
182       1.573861e+01   1.567837e+01   9.728150e-01   9.728150e-01  
183       1.565655e+01   1.559645e+01   9.691303e-01   9.691303e-01  
184       1.574402e+01   1.568207e+01   9.865953e-01   9.865953e-01  
185       1.569205e+01   1.563026e+01   9.837258e-01   9.837259e-01  
186       1.572055e+01   1.565814e+01   9.895200e-01   9.895206e-01  
187       1.569942e+01   1.563631e+01   9.943913e-01   9.943924e-01  
188       1.573733e+01   1.567330e+01   1.002767e+00   1.002766e+00  
189       1.571018e+01   1.564527e+01   1.008785e+00   1.008785e+00  
190       1.573727e+01   1.567223e+01   1.010672e+00   1.010658e+00  
191       1.570153e+01   1.563479e+01   1.022605e+00   1.022600e+00  
192       1.573816e+01   1.567103e+01   1.026802e+00   1.026745e+00  
193       1.571351e+01   1.564566e+01   1.031443e+00   1.031410e+00  
194       1.570286e+01   1.563264e+01   1.048942e+00   1.048838e+00  
195       1.569268e+01   1.562183e+01   1.053297e+00   1.053213e+00  
