
**********************************************
Imaginary-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.700000e+01 * a0, G = 1.203644e+04, G * par = 2.407287e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.100000e+02 * a0, GD = 4.717666e+03, GD * par =  9.435331e+03, edd = 1.641791e+00
     Dipolar cutoffs Rcut = 4.546171e+00, Lcut = 1.608272e+02

QF = 1, QDEPL = 0: h2 = 1.531140e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.348014e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.512925e+00, DY = 7.103392e-02, DZ = 7.103392e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 1000000 (NSNAP = 10000)
                     DT = 2.522909e-03

Initial state: Gaussian
               SX = 1.608272e+01, SY = 4.546171e-01, SZ = 4.546171e-01
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-06, MUEND=0.000000e+00

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.50000000000e+05   0.000000e+00   -1.193690e+00  1.609557e+01  
1         1.50000000000e+05   0.000000e+00   -8.473426e+00  1.628266e+01  
2         1.50000000000e+05   0.000000e+00   -8.458566e+00  1.617841e+01  
3         1.50000000000e+05   0.000000e+00   -8.452021e+00  1.613080e+01  
4         1.50000000000e+05   0.000000e+00   -8.448085e+00  1.610488e+01  
5         1.50000000000e+05   0.000000e+00   -8.445480e+00  1.608877e+01  
6         1.50000000000e+05   0.000000e+00   -8.443636e+00  1.607781e+01  
7         1.50000000000e+05   0.000000e+00   -8.442266e+00  1.606989e+01  
8         1.50000000000e+05   0.000000e+00   -8.441211e+00  1.606389e+01  
9         1.50000000000e+05   0.000000e+00   -8.440375e+00  1.605920e+01  
10        1.50000000000e+05   0.000000e+00   -8.439699e+00  1.605544e+01  
11        1.50000000000e+05   0.000000e+00   -8.439140e+00  1.605237e+01  
12        1.50000000000e+05   0.000000e+00   -8.438673e+00  1.604981e+01  
13        1.50000000000e+05   0.000000e+00   -8.438278e+00  1.604766e+01  
14        1.50000000000e+05   0.000000e+00   -8.437939e+00  1.604583e+01  
15        1.50000000000e+05   0.000000e+00   -8.437647e+00  1.604425e+01  
16        1.50000000000e+05   0.000000e+00   -8.437393e+00  1.604288e+01  
17        1.50000000000e+05   0.000000e+00   -8.437170e+00  1.604169e+01  
18        1.50000000000e+05   0.000000e+00   -8.436974e+00  1.604064e+01  
19        1.50000000000e+05   0.000000e+00   -8.436801e+00  1.603971e+01  
20        1.50000000000e+05   0.000000e+00   -8.436647e+00  1.603889e+01  
21        1.50000000000e+05   0.000000e+00   -8.436509e+00  1.603816e+01  
22        1.50000000000e+05   0.000000e+00   -8.436386e+00  1.603751e+01  
23        1.50000000000e+05   0.000000e+00   -8.436276e+00  1.603692e+01  
24        1.50000000000e+05   0.000000e+00   -8.436176e+00  1.603639e+01  
25        1.50000000000e+05   0.000000e+00   -8.436086e+00  1.603591e+01  
26        1.50000000000e+05   0.000000e+00   -8.436005e+00  1.603548e+01  
27        1.50000000000e+05   0.000000e+00   -8.435931e+00  1.603509e+01  
28        1.50000000000e+05   0.000000e+00   -8.435864e+00  1.603474e+01  
29        1.50000000000e+05   0.000000e+00   -8.435803e+00  1.603442e+01  
30        1.50000000000e+05   0.000000e+00   -8.435747e+00  1.603412e+01  
31        1.50000000000e+05   0.000000e+00   -8.435696e+00  1.603386e+01  
32        1.50000000000e+05   0.000000e+00   -8.435650e+00  1.603361e+01  
33        1.50000000000e+05   0.000000e+00   -8.435608e+00  1.603339e+01  
34        1.50000000000e+05   0.000000e+00   -8.435569e+00  1.603318e+01  
35        1.50000000000e+05   0.000000e+00   -8.435533e+00  1.603300e+01  
36        1.50000000000e+05   0.000000e+00   -8.435500e+00  1.603282e+01  
37        1.50000000000e+05   0.000000e+00   -8.435470e+00  1.603267e+01  
38        1.50000000000e+05   0.000000e+00   -8.435443e+00  1.603252e+01  
39        1.50000000000e+05   0.000000e+00   -8.435417e+00  1.603239e+01  
