
**********************************************
Real-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.400000e+01 * a0, G = 1.149749e+04, G * par = 2.299498e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.101000e+02 * a0, GD = 4.721954e+03, GD * par =  9.443909e+03, edd = 1.720312e+00
     Dipolar cutoffs Rcut = 4.237112e+00, Lcut = 1.460901e+02

QF = 1, QDEPL = 0: h2 = 1.475417e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.778689e+00

GRAD = 0

Trap parameters
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.282658e+00, DY = 6.620487e-02, DZ = 6.620487e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 10000 (NSNAP = 5000)
                     DT = 2.191543e-03

Initial state: file ./imag3d-finalpsi.bin
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-12, MUEND=1.000000e+05

-------------------------------------------------------------------
Snap      Na             QD             mu             <r>
-------------------------------------------------------------------
0         1.49112264058e+05   0.000000e+00   -1.106440e+01  1.414130e+01  
1         1.49112263362e+05   0.000000e+00   -1.107463e+01  1.414129e+01  
2         1.49112271062e+05   0.000000e+00   -1.108513e+01  1.414129e+01  
3         1.49112282091e+05   0.000000e+00   -1.109308e+01  1.414128e+01  
4         1.49112294011e+05   0.000000e+00   -1.109725e+01  1.414128e+01  
5         1.49112311142e+05   0.000000e+00   -1.109749e+01  1.414127e+01  
6         1.49112328969e+05   0.000000e+00   -1.109418e+01  1.414126e+01  
7         1.49112351918e+05   0.000000e+00   -1.108788e+01  1.414126e+01  
8         1.49112377853e+05   0.000000e+00   -1.107909e+01  1.414125e+01  
9         1.49112409588e+05   0.000000e+00   -1.106823e+01  1.414125e+01  
10        1.49112444991e+05   0.000000e+00   -1.105592e+01  1.414124e+01  
11        1.49112488898e+05   0.000000e+00   -1.104274e+01  1.414124e+01  
12        1.49112537216e+05   0.000000e+00   -1.102901e+01  1.414124e+01  
13        1.49112588940e+05   0.000000e+00   -1.101486e+01  1.414124e+01  
14        1.49112650480e+05   0.000000e+00   -1.100053e+01  1.414124e+01  
15        1.49112716219e+05   0.000000e+00   -1.098614e+01  1.414124e+01  
16        1.49112777428e+05   0.000000e+00   -1.097155e+01  1.414125e+01  
17        1.49112849158e+05   0.000000e+00   -1.095645e+01  1.414126e+01  
18        1.49112926999e+05   0.000000e+00   -1.094066e+01  1.414127e+01  
19        1.49113004108e+05   0.000000e+00   -1.092437e+01  1.414128e+01  
20        1.49113084470e+05   0.000000e+00   -1.090824e+01  1.414130e+01  
21        1.49113167776e+05   0.000000e+00   -1.089316e+01  1.414132e+01  
22        1.49113249487e+05   0.000000e+00   -1.088009e+01  1.414134e+01  
23        1.49113336283e+05   0.000000e+00   -1.086985e+01  1.414137e+01  
24        1.49113420817e+05   0.000000e+00   -1.086296e+01  1.414140e+01  
25        1.49113508724e+05   0.000000e+00   -1.085966e+01  1.414143e+01  
26        1.49113596623e+05   0.000000e+00   -1.085992e+01  1.414147e+01  
27        1.49113685186e+05   0.000000e+00   -1.086347e+01  1.414151e+01  
