
**********************************************
Imaginary-time propagation in 3D, OPTION = 2
MPI nodes = 8, OMP threads = 16, cores = 128
**********************************************

Interactions
Contact: Natoms = 1.50000000000e+05, as = 6.400000e+01 * a0, G = 1.149749e+04, G * par = 2.299498e+04
Three-body: K3 =  0.000000e+00, g3 = 0.000000e+00
Regular DDI: add = 1.100000e+02 * a0, GD = 4.717666e+03, GD * par = 9.435331e+03, edd = 1.718750e+00
     Dipolar cutoff Rcut = 4.179194e+00, Lcut = 1.510614e+02

QF = 1: h2 = 1.473175e+05, h4 = 0.000000e+00
        q3 = 0.000000e+00, q5 = 5.769911e+00

GRAD = 0

Trap parameters:
GAMMA = 0.000000e+00, NU = 0.000000e+00, LAMBDA = 0.000000e+00
Parameters of rotation: OMEGA = 0.000000e+00, OMEGA * par = 0.000000e+00

Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 2.360334e+00, DY = 6.529991e-02, DZ = 6.529991e-02
      Unit of length: aho = 5.552380e-07 m

Time discretization: NITER = 1000000 (NSNAP = 10000)
                     DT = 2.132039e-03

Initial state: Gaussian
               SX = 1.510614e+01, SY = 4.179194e-01, SZ = 4.179194e-01
ADD_VORTICES = 0, ADD_RANDOM_PHASE = 0


MUREL = 1.000000e-06, MUEND=0.000000e+00

-------------------------------------------------------------------
Snap      <r>            <x>            <y>            <z>
-------------------------------------------------------------------
0         1.511770e+01   1.510614e+01   4.179194e-01   4.179194e-01  
1         1.527750e+01   1.526616e+01   4.161624e-01   4.161624e-01  
2         1.519025e+01   1.517879e+01   4.171008e-01   4.171008e-01  
3         1.514993e+01   1.513841e+01   4.175846e-01   4.175846e-01  
4         1.512682e+01   1.511527e+01   4.178597e-01   4.178597e-01  
5         1.511127e+01   1.509970e+01   4.180434e-01   4.180434e-01  
6         1.509953e+01   1.508794e+01   4.181813e-01   4.181813e-01  
7         1.508984e+01   1.507824e+01   4.182946e-01   4.182946e-01  
8         1.508127e+01   1.506966e+01   4.183945e-01   4.183945e-01  
9         1.507319e+01   1.506157e+01   4.184884e-01   4.184884e-01  
10        1.506514e+01   1.505350e+01   4.185816e-01   4.185816e-01  
11        1.505665e+01   1.504500e+01   4.186796e-01   4.186796e-01  
12        1.504717e+01   1.503551e+01   4.187887e-01   4.187887e-01  
13        1.503594e+01   1.502426e+01   4.189175e-01   4.189175e-01  
14        1.502167e+01   1.500997e+01   4.190804e-01   4.190804e-01  
15        1.500206e+01   1.499034e+01   4.193032e-01   4.193032e-01  
16        1.497249e+01   1.496072e+01   4.196373e-01   4.196373e-01  
17        1.492343e+01   1.491160e+01   4.201881e-01   4.201881e-01  
18        1.484038e+01   1.482842e+01   4.211202e-01   4.211202e-01  
19        1.473391e+01   1.472179e+01   4.223401e-01   4.223401e-01  
20        1.466136e+01   1.464914e+01   4.232092e-01   4.232092e-01  
21        1.463329e+01   1.462102e+01   4.235593e-01   4.235593e-01  
22        1.462487e+01   1.461259e+01   4.236661e-01   4.236661e-01  
23        1.462243e+01   1.461015e+01   4.236970e-01   4.236970e-01  
24        1.462167e+01   1.460939e+01   4.237065e-01   4.237065e-01  
25        1.462142e+01   1.460913e+01   4.237096e-01   4.237096e-01  
26        1.462133e+01   1.460904e+01   4.237108e-01   4.237108e-01  
27        1.462129e+01   1.460901e+01   4.237112e-01   4.237112e-01  
-------------------------------------------------------------------

