-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -4.444882e-01  2.881762e-01   0.000000e+00   1.491222e+01   -1.914418e+01  3.499289e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -7.615913e-01  3.016585e-01   0.000000e+00   1.332207e+01   -1.714482e+01  2.759500e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -7.598815e-01  3.029906e-01   0.000000e+00   1.341430e+01   -1.726044e+01  2.783261e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -7.582875e-01  3.026154e-01   0.000000e+00   1.344266e+01   -1.729428e+01  2.790716e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -7.571961e-01  3.022273e-01   0.000000e+00   1.345781e+01   -1.731195e+01  2.794721e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -7.564743e-01  3.019563e-01   0.000000e+00   1.346723e+01   -1.732287e+01  2.797215e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -7.559975e-01  3.017771e-01   0.000000e+00   1.347334e+01   -1.732995e+01  2.798834e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -7.556802e-01  3.016591e-01   0.000000e+00   1.347739e+01   -1.733464e+01  2.799907e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -7.554667e-01  3.015808e-01   0.000000e+00   1.348012e+01   -1.733780e+01  2.800629e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -7.553216e-01  3.015282e-01   0.000000e+00   1.348198e+01   -1.733995e+01  2.801121e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -7.552218e-01  3.014925e-01   0.000000e+00   1.348326e+01   -1.734143e+01  2.801460e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -7.551527e-01  3.014680e-01   0.000000e+00   1.348415e+01   -1.734246e+01  2.801696e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -7.551043e-01  3.014510e-01   0.000000e+00   1.348477e+01   -1.734319e+01  2.801861e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -7.550703e-01  3.014391e-01   0.000000e+00   1.348521e+01   -1.734370e+01  2.801977e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -7.550463e-01  3.014307e-01   0.000000e+00   1.348552e+01   -1.734406e+01  2.802060e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -7.550293e-01  3.014248e-01   0.000000e+00   1.348574e+01   -1.734431e+01  2.802118e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
16        -7.550172e-01  3.014206e-01   0.000000e+00   1.348590e+01   -1.734450e+01  2.802160e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
17        -7.550085e-01  3.014176e-01   0.000000e+00   1.348601e+01   -1.734463e+01  2.802190e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
18        -7.550024e-01  3.014155e-01   0.000000e+00   1.348609e+01   -1.734472e+01  2.802211e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
19        -7.549980e-01  3.014140e-01   0.000000e+00   1.348615e+01   -1.734479e+01  2.802226e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
20        -7.549948e-01  3.014129e-01   0.000000e+00   1.348619e+01   -1.734483e+01  2.802237e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
21        -7.549926e-01  3.014121e-01   0.000000e+00   1.348622e+01   -1.734487e+01  2.802245e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
22        -7.549909e-01  3.014116e-01   0.000000e+00   1.348624e+01   -1.734489e+01  2.802250e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
23        -7.549898e-01  3.014112e-01   0.000000e+00   1.348626e+01   -1.734491e+01  2.802254e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
24        -7.549890e-01  3.014109e-01   0.000000e+00   1.348627e+01   -1.734492e+01  2.802257e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
25        -7.549884e-01  3.014107e-01   0.000000e+00   1.348627e+01   -1.734493e+01  2.802259e+00   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
-------------------------------------------------------------------------------------------------------------------------------------------------------------

