-------------------------------------------------------------------------------------------------------------------------------------------------------------
Snap      mu             Kin            Pot            Contact        DDI            Dmu(Contact)   Dmu(DDI)       Dmu(grad)      Rot            Lx  
-------------------------------------------------------------------------------------------------------------------------------------------------------------
0         -1.436644e+00  7.212714e-01   0.000000e+00   4.028109e+01   -5.897932e+01  1.654031e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
1         -3.247672e+00  8.080495e-01   0.000000e+00   3.608085e+01   -5.286345e+01  1.272688e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
2         -3.226341e+00  8.004195e-01   0.000000e+00   3.633699e+01   -5.320570e+01  1.284195e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
3         -3.213549e+00  7.945902e-01   0.000000e+00   3.644811e+01   -5.334840e+01  1.289216e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
4         -3.204446e+00  7.909283e-01   0.000000e+00   3.652747e+01   -5.345028e+01  1.292743e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
5         -3.197558e+00  7.884033e-01   0.000000e+00   3.658931e+01   -5.352977e+01  1.295450e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
6         -3.192236e+00  7.865626e-01   0.000000e+00   3.663807e+01   -5.359243e+01  1.297556e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
7         -3.188132e+00  7.851926e-01   0.000000e+00   3.667611e+01   -5.364127e+01  1.299184e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
8         -3.185009e+00  7.841719e-01   0.000000e+00   3.670521e+01   -5.367859e+01  1.300420e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
9         -3.182671e+00  7.834178e-01   0.000000e+00   3.672701e+01   -5.370651e+01  1.301342e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
10        -3.180949e+00  7.828669e-01   0.000000e+00   3.674305e+01   -5.372704e+01  1.302017e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
11        -3.179695e+00  7.824685e-01   0.000000e+00   3.675471e+01   -5.374194e+01  1.302506e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
12        -3.178789e+00  7.821823e-01   0.000000e+00   3.676312e+01   -5.375268e+01  1.302859e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
13        -3.178134e+00  7.819772e-01   0.000000e+00   3.676918e+01   -5.376042e+01  1.303113e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
14        -3.177662e+00  7.818301e-01   0.000000e+00   3.677356e+01   -5.376601e+01  1.303296e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
15        -3.177319e+00  7.817241e-01   0.000000e+00   3.677673e+01   -5.377005e+01  1.303428e+01   0.000000e+00   0.000000e+00   -0.000000e+00  0.000000e+00  
